solved,solution,programs,time,program_probability
False,(str2int (substr (concat   var0) 1 (indexof (concat   var0)   1))),1091,150.22527912608348,1.416880097447008e+65
False,,43729,301.09115071594715,1.7354871589292134e+93
False,,357561,300.1639255520422,1.4240983835142076e+98
False,(indexof var1 (at (concat (concat var1 var1) var1) (indexof var0 _ 1)) 1),7242,88.8638840749627,1.0324599081092561e+69
False,,311843,300.1914306349354,2.6636558904248037e+83
False,(str2int var0),4,0.0009748390875756741,92752527560.0
False,,60171,300.0217518530553,4.74663955336961e+87
False,,67701,300.02660332794767,2.1291178721740573e+94
False,(> (indexof var0 var2 1) -1),5,0.0057479910319671035,1.773673943149406e+29
False,,357143,300.03538576699793,2.7162275812152583e+68
False,,79490,300.2233016700484,9.97951790541717e+64
False,(indexof var0 (at var0 (indexof (concat var1 (upper var0)) (upper var1) 0)) 0),585,2.953339686966501,2.9407327142441364e+67
False,,174123,300.0273537149187,1.613735208433248e+69
False,,168413,300.25649979303125,4.865014074385909e+74
False,,171400,303.7022472660756,9.011038275110703e+89
False,(concat (concat var1  ) var0),195,0.06926485593430698,5.025691151446423e+27
False,(concat (concat var0  ) var1),128,0.04842790204565972,6.3120624598141e+27
False,,35671,300.7215585859958,1.5090685863496904e+70
False,,141540,302.7677530430956,1.0371054401022896e+100
False,,58518,300.96825038001407,8.107673066680154e+62
False,,30289,300.8150901310146,1.132532997871695e+90
False,(+ (% (indexof var0  -1) (indexof var0 /n 1)) 1),1027,194.93170173396356,1.1331049205357482e+59
False,,25561,314.47786267392803,1.2934010690857119e+64
False,,22148,303.6493512910092,1.0818156653054772e+90
False,,360854,301.12940141302533,5.098449112557706e+79
False,,24733,303.24836070800666,9.931641868357506e+73
False,,377858,300.5979251100216,6.664231826366139e+62
False,,22379,302.305425067083,2.676681710564481e+83
False,(concat (concat var0  ) var1),187,0.06921835301909596,5.025691151446423e+27
False,,153400,301.66134398896247,3.080018649713289e+70
False,,19203,302.2122652149992,2.5927816983924556e+79
False,,25561,312.9451984540792,1.2934010690857119e+64
False,(at (concat   var0) var1),33,0.015742600080557168,8.277526277329983e+26
False,(replace var0 (substr (concat   var0) 1 var1) ),20357,59.333376755937934,8.747909994319644e+49
False,(substr var0 4 (indexof var0 (at var0 3) 5)),374,0.2819637570064515,6.6166463638986295e+47
False,,118025,300.2511093819048,1.9839996738271213e+70
False,(substr var0 1 (indexof var0   2)),275,0.24116261105518788,3.008370120577774e+37
False,(len var0),7,0.009520858060568571,265216460334.0
False,(substr (concat   var0) 1 (indexof (concat   var0)   1)),3874,19.585071336943656,3.517402555600537e+59
False,,192302,305.764335897984,1.4214419515371902e+73
False,(substr var0 1 (indexof var0   2)),279,2.4915921960491687,3.008370120577774e+37
False,"(concat (concat var0 ,) (concat   var1))",6530,3.7631124110193923,1.079981554619041e+39
False,(concat (concat var1  ) var0),195,0.06801599997561425,5.025691151446423e+27
False,(substr (concat   var0) 1 (indexof var0 Inc 1)),8366,4.028069040970877,4.359824400306563e+48
False,(concat (at (concat   var0) 1) (concat . (concat   var1))),204673,265.8401332180947,5.184103104983789e+60
False,,541585,300.00097747007385,8.453576338529203e+64
False,(substr (concat   var0) 1 4),192,1.6902914970414713,1.6555729301163225e+33
False,(replace (concat ( var0) - (concat )  )),12978,23.524237726000138,7.795292324244738e+44
False,,85703,300.0835472380277,2.1235378640822686e+65
False,,59512,300.0431922270218,2.3225545326476407e+78
False,(> (indexof yellow (at var0 (indexof var0  (indexof pink var0 0))) 1) -1),107,15.09429768298287,2.760758345405164e+70
False,,252254,301.32466700905934,7.656816116278188e+69
False,,482902,300.14989045099355,3.659367072739939e+64
False,,48825,300.1322682800237,1.4633128006664362e+60
False,,377847,301.35319621500093,7.50994507382746e+57
False,,8054,303.02773001999594,6.720253829502342e+70
False,,424588,305.13455125596374,2.2466599411424063e+64
False,,471504,300.00431249302346,2.441030290942073e+75
False,(substr (concat   var0) 1 (indexof (concat   var0) . 1)),11726,27.554846800048836,5.147623200801081e+59
False,(substr (concat 5 var0) 1 (indexof var0 1 1)),7863,3.076937695965171,4.694295125878424e+48
False,,216708,311.26951623300556,4.645504156929138e+82
False,(replace (replace var0   -)   -),591,2.9147794819436967,1.6082957552587326e+39
False,(substr (concat   var0) 1 (indexof (concat   var0)   2)),6347,41.78691019199323,1.5971961452108355e+59
False,,26585,300.8197585060261,9.52437513714002e+74
False,(str2int (substr var0 (indexof (concat   var0) < 1) (indexof var0 > -1))),115,97.67260708299,3.00062572097646e+69
False,,24031,301.27401327807456,1.132532997871695e+90
False,,88293,300.2825825520558,4.183354226552256e+98
False,,192302,304.34685905999504,1.4214419515371902e+73
False,,17680,300.13034249295015,6.720253829502343e+70
False,,170621,300.6266102020163,2.3677749649446432e+70
False,,128024,303.18154197302647,4.398881926946165e+94
False,(substr (concat   var0) 1 4),185,0.12842666101641953,1.6555729301163225e+33
False,(substr (concat _ var1) 1 (indexof (concat _ var1) _ 1)),77057,63.73656057694461,9.982291227835786e+59
False,(replace (replace var0 - .) - .),10285,12.11374950199388,2.8147939400906e+39
False,(concat (concat var0 /n) (concat (concat var1 /n) var2)),271008,142.64457841904368,2.886220158346676e+50
False,,164535,300.00112157000694,5.113114944333629e+94
False,,137809,300.000037490041,1.7696193155329716e+80
False,,294618,300.4025449649198,2.903512068107116e+60
False,,54432,300.7818480390124,5.053947362578853e+73
False,,24281,302.215102383052,1.362808105799648e+59
False,(indexof var1 (at var0 1) (+ 1 1)),134,0.6056012979242951,3.646141392615096e+42
False,,169085,301.2459654259728,9.13361985026801e+55
False,,108177,302.6912330449559,4.334142509626381e+94
False,,204903,300.0001945940312,8.526102251588456e+38
False,,93180,300.1519764789846,4.076501856784614e+74
False,(substr var0 (indexof (concat + var0)   2) (indexof var0 - 5)),29502,52.94236102793366,1.1750307505254351e+64
False,(concat (at (concat _ var0) 1) (concat (concat var1 _) var2)),360775,270.8993643691065,8.097327365518902e+60
False,(concat (concat var1  ) var0),231,0.5171974009135738,5.025691151446423e+27
False,(substr (concat var0 var0) var1 (len var0)),989,11.707727123983204,8.739804787491658e+38
False,(concat (concat var1  ) var0),231,0.5185630390187725,5.025691151446423e+27
False,(> (indexof var0 var1 1) -1),4,0.0022148429416120052,1.2553907360280837e+29
False,,440758,300.68174787890166,1.5242187615098027e+84
False,,22379,305.84930148907006,2.676681710564481e+83
False,,56620,301.5535475569777,8.376287220531492e+79
