solved,solution,programs,time,program_probability
False,,1464,306.76533367601223,4.280159053342092e+74
False,,10697,302.5940933789825,3.5075943986684646e+69
False,,199048,300.01592223602347,1.6716459958194794e+65
False,(- (% (indexof var1 (at var1 2) 3) 3) -1),6191,171.85694264096674,3.0838168183791504e+55
False,,216533,300.0639755950542,2.3683473720692446e+45
False,(str2int var0),1,0.001228798064403236,5369386302.0
False,,58754,300.37074473989196,2.5461216380314514e+49
False,,13554,302.50622492609546,1.9605354742924204e+65
False,(< -1 (firstindexof var0 var2)),7,0.04263335594441742,4.8882054474959e+26
False,,397502,300.000000318978,5.657509123098067e+59
False,,22796,300.5537291869987,6.961267623912951e+49
False,(firstindexof var0 (at var0 (firstindexof (concat var1 (upper var0)) (upper var1)))),1244,42.03879886190407,3.0091878601156614e+59
False,,103834,300.02237891603727,7.00573983803575e+64
False,,89472,300.12002694408875,9.423431339889281e+69
False,,46000,301.2245910910424,1.2257903220561916e+79
False,(concat (concat var1  ) var0),327,0.1753374410327524,9.743570122097428e+27
False,(concat (concat var0  ) var1),156,0.2204869439592585,1.2237525414699793e+28
False,,7274,302.1775658010738,1.8454895619748628e+55
False,,135518,302.29966074600816,4.623910929613587e+84
False,,56701,300.0690606390126,6.395984422005302e+49
False,,6057,300.57656156504527,2.9217369464929814e+60
False,,427,300.11390987806953,1.6451314892506925e+50
False,,26234,300.02076624298934,7.38837480635478e+59
False,,4394,300.30773869506083,2.9217369464929814e+60
False,,102918,300.6813683559885,3.883798231641146e+60
False,,4590,300.40502378402743,2.9217369464929803e+60
False,,476008,300.0003169820411,5.116991958617891e+54
False,,26924,300.0072707970394,2.132614136168739e+83
False,(concat (concat var0  ) var1),319,0.17816029000096023,9.743570122097428e+27
False,,39658,301.2165845480049,5.241929930318039e+69
False,,5288,300.4697391879745,7.997913897565461e+59
False,,26519,300.08717335306574,7.38837480635478e+59
False,(at (concat   var0) var1),30,0.030924672028049827,1.170377683995208e+27
False,,20085,300.2964259190485,1.2496725363437789e+60
False,(substr var0 4 (+ 2 5)),1336,1.6541882309829816,6.645765898071802e+33
False,,37428,300.4253812399693,4.503073803288016e+60
False,(substr var0 1 (firstindexof var0  )),938,1.5004908150294796,3.875709489328926e+33
False,(len var0),4,0.0036218599416315556,186946930716.0
False,,4865,301.1356762839714,1.2511093045707359e+60
False,,227050,301.5836226119427,3.203081256839527e+39
False,(substr var0 1 (firstindexof var0  )),1105,9.482931407983415,3.875709489328926e+33
False,"(concat (concat var0 ,) (concat   var1))",13673,14.30175759003032,2.9154111919124864e+39
False,(concat (concat var1  ) var0),327,0.17260335490573198,9.743570122097428e+27
False,"(substr (concat , var0) 1 (firstindexof var0 Inc))",43676,68.15128861798439,9.82255166304394e+44
False,,106137,300.00612728798296,2.16577426827144e+65
False,,350324,301.19186138396617,2.134633602844529e+50
False,(substr (concat   var0) 1 4),894,7.490648451959714,3.790541455693892e+33
False,(replace (concat ( var0) - (concat )  )),35544,99.28146794100758,1.56058668035272e+45
False,,18562,300.6766430468997,4.297036457003106e+74
False,,59199,300.0014062760165,6.625696877328465e+64
False,,123,456.37580753699876,9.37196018872756e+59
