solved,solution,programs,time,program_probability
False,,1161,301.21581393899396,1.546811931733604e+28
False,,26736,300.0455328740645,6.213949016669333e+27
False,,222758,300.15388825908303,7.63770005596209e+38
False,(% (+ 2 (len (concat var0 var1))) (+ 1 3)),4328,35.50594879395794,2.1930797868325675e+23
False,,352924,300.0012982179178,9.445666799056578e+26
False,(str2int var0),8,0.0022191170137375593,152950.0
False,,14554,300.00036102498416,1.0337783541070979e+27
False,,176380,300.1055321190506,9.386195781254627e+31
False,(contains var0 var2),3,0.0015951209934428334,6182460.0
False,,443680,300.0018555469578,2.5789564142283725e+25
False,,61805,300.0150855280226,4.848171265063039e+28
False,(len (replace (replace var0 (replace var0 var1 ) ) var0 (concat var1 var1))),4214,95.55813058407512,2.0596939169297164e+29
False,,205566,307.6970031840028,1.6796859655713654e+27
False,,221409,302.1880978900008,3.958598814948239e+31
False,,695263,300.6870012739673,5.426477124078558e+25
False,(concat var1 (concat   var0)),38,0.02017202298156917,1879352523000.0
False,(concat var0 (concat   var1)),27,0.011909335036762059,2366592066000.0
False,,22690,300.1003955680644,7.799532928450511e+30
False,(substr (concat var0 var0) (+ 5 3) (len var0)),2041,29.07535534806084,9.54598847548732e+21
False,,16468,425.85821010696236,5.044240689974511e+20
False,(replace (replace var0 (concat    ) ) (concat    )  ),1259,8.260949427029118,1.2302347422857522e+25
False,(+ 1 (% (+ -1 (len var0)) (firstindexof var0 /n))),915,27.702883388032205,2.1530254816250688e+23
False,,24889,302.69264417293016,8.014573504872649e+23
False,,14645,300.8588643890107,2.4394776581830702e+26
False,,589417,300.2577198529616,1.1269999595458696e+22
False,,16310,300.0747069710633,2.6990777448453395e+37
False,,402788,335.60374395607505,1174549366779852.0
False,(concat ( (replace var0 - (concat )  ))),1269,18.9971700879978,1.1277013514665329e+19
False,(concat var0 (concat   var1)),22,0.019847668008878827,1879352523000.0
False,,168270,300.14678485610057,6.771406820092334e+24
False,,38106,300.07479478092864,7.921754948366564e+32
False,,24169,300.4844114490552,8.014573504872649e+23
False,(at (concat   var0) var1),67,1.1519756600027904,5698806227400.0
False,(replace var0 (substr (concat   var0) 1 var1) ),887,42.43535801291,4.4534754483481094e+21
False,(substr var0 4 (+ 2 5)),124,0.6523585780523717,292857248320000.0
False,,224624,307.6291383410571,3.958598814948238e+31
False,(substr var0 1 (firstindexof var0  )),14339,16.966391340014525,3591605346784000.0
False,(len var0),8,0.0022821370512247086,155940.0
False,(substr (concat   var0) 1 (+ 1 (firstindexof var0  ))),9107,206.33495325699914,1.6186326238606004e+24
False,,196569,309.4267884839792,9.219633491644096e+20
False,(substr var0 1 (firstindexof var0  )),14339,181.9131938869832,3591605346784000.0
False,"(concat var0 (concat , (concat   var1)))",1331,0.7111880299635231,2.4863416245396e+17
False,(concat var1 (concat   var0)),38,0.020451421034522355,1879352523000.0
